http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4150855,其他,科陆电子：关于限制性股票回购注销完成的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4146569,其他,科陆电子：关于重大资产重组停牌进展公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4136497,其他,科陆电子：关于部分股票期权注销完成的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4127537,其他,科陆电子：关于重大资产重组停牌进展公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4122928,其他,科陆电子：2017年面向合格投资者公开发行公司债券（第一期）付息公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4112708,其他,科陆电子：关于重大资产重组停牌进展公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4104267,其他,科陆电子：鹏元关于关注公司重大资产重组事项的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4104266,其他,科陆电子：2012年公司债券（第一期）兑付公告暨摘牌公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103677,其他,科陆电子：兴业证券股份有限公司关于公司2017年度募集资金存放与使用情况的专项核查报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103676,其他,科陆电子：兴业证券股份有限公司关于公司2017年度保荐工作报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103675,其他,科陆电子：内部控制审计报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103674,其他,科陆电子：内部控制规则落实自查表
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103673,其他,科陆电子：募集资金存放与使用情况鉴证报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103672,其他,科陆电子：控股股东及其他关联方资金占用情况的专项说明
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103671,其他,科陆电子：债务融资工具信息披露事务管理制度（2018年3月）
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103670,其他,科陆电子：关于追加2018年度公司及子公司向银行申请综合授信额度的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103669,其他,科陆电子：兴业证券股份有限公司关于公司内部控制规则落实自查表的核查意见
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103668,股东大会,科陆电子：关于召开公司2017年年度股东大会的通知
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103667,其他,科陆电子：关于为子公司提供担保的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103666,其他,科陆电子：2017年度投资者保护工作报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103664,其他,科陆电子：独立董事2017年度述职报告（梁金华）
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103662,其他,科陆电子：关于举行网上2017年度业绩说明会的通知
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103661,其他,科陆电子：2017年度内部控制自我评价报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103660,其他,科陆电子：独立董事2017年度述职报告（段忠）
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103658,其他,科陆电子：关于会计政策变更的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103657,监事会,科陆电子：2017年度监事会工作报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103656,其他,科陆电子：独立董事2017年度履行职责情况专项报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103654,其他,科陆电子：关于核销坏账的公告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103653,董事会,科陆电子：董事会关于2017年度募集资金存放与使用情况的专项报告
http://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002121&id=4103650,其他,科陆电子：关于百年金海2017年度业绩承诺实现情况的公告
